Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,0,0.0,0.0,"0.0023156122448979573, 0.0023531953352769626, 0.002112215743440232, 0.0022977784256559735, 0.0023078221574343977, 0.0022944198250728813, 0.002295233236151599",1,1
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,0,0.0,0.0,"0.00226331778425656, 0.0023465422740524726, 0.002084227405247813, 0.0022548425655976624, 0.0023779008746355633, 0.0022793760932944547, 0.002370069970845476",1,1
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,10,16.0,0.0,"0.0013669387755101993, 0.001365626822157429, 0.007782341107871717, 0.001365393586005825, 0.0013654227405247752, 0.0013651603498542214, 0.0013653935860058247",0,0
0.0,0.04,5.11,512,21,4096,0.03,5,4,1,0,44.0,0.0,"0.006957376093294457, 0.0070263790087463475, 0.007016708454810495, 0.006988600583090375, 0.007056364431486875, 0.006960865889212825, 0.007019026239067047",0,0
0.0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0.0,0.0,"0.006192058309037904, 0.006263026239067045, 0.011629431486880462, 0.006214084548104951, 0.006262379008746349, 0.006220804664723027, 0.006243536443148675",0,0
0.0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0.0,0.0,"0.006172542274052473, 0.006235679300291538, 0.011700215743440235, 0.0061460758017492624, 0.006338556851311943, 0.006187128279883374, 0.006245122448979584",0,0
0.0,0.04,5.11,512,21,4096,0.03,5,4,0,10,16.0,0.0,"0.006691043731778416, 0.006674784256559761, 0.00908120116618075, 0.006625253644314862, 0.006645209912536428, 0.006667457725947507, 0.006640370262390664",0,0
0.01,0.05,5.2,512,16,4096,0.03,8,4,1,0,44.0,0.0,"0.0022535510204081603, 0.0022810553935860025, 0.0023193381924198225, 0.0022496384839650117, 0.002295402332361514, 0.0022737609329446028, 0.0023035306122448952",0,0
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,0,0.0,0.0,"0.0023156122448979573, 0.0023531953352769626, 0.002112215743440232, 0.0022977784256559735, 0.0023078221574343977, 0.0022944198250728813, 0.002295233236151599",1,1
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,0,0.0,0.0,"0.00226331778425656, 0.0023465422740524726, 0.002084227405247813, 0.0022548425655976624, 0.0023779008746355633, 0.0022793760932944547, 0.002370069970845476",1,1
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,10,16.0,0.0,"0.0013669387755101993, 0.001365626822157429, 0.007782341107871717, 0.001365393586005825, 0.0013654227405247752, 0.0013651603498542214, 0.0013653935860058247",0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.03,0.05,104.03,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.07,95.76,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.07,0.05,237.84,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.11,0.1,139.17,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.22,0.09,818.19,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.11,178.36,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.29,0.11,1655.31,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.1,179.2,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.29,0.1,1901.01,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.11,179.2,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.39,0.13,1500.69,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.11,0.08,116.43,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.12,0.06,251.16,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.07,83.48,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.06,0.06,77.57,512,21,65536,0.4,5,4,5,27,568.0,0.0,"0.15778656851311956, 0.20465646064139936, 0.1980780728862973, 0.19128645189504362, 0.21033981049562683, 0.22929705247813417, 0.19074315451895044",0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,2,26,192.0,0.0,"0.20442413994169092, 0.17787581049562673, 0.2800756530612245, 0.18506404956268221, 0.17084559475218652, 0.2014414081632653, 0.162460915451895",0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,2,0,128.0,0.0,"0.13510127988338183, 0.1443571865889213, 0.3456111341107871, 0.1451114518950437, 0.21988544023323625, 0.249108309037901, 0.14301276967930024",0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,1,1,4.0,0.0,"0.16257679008746348, 0.10184653935860061, 0.263660443148688, 0.1053537055393586, 0.31891372594752215, 0.3101450845481048, 0.11969128279883379",5,5
0.1,0.07,83.2,512,16,65536,0.4,8,4,5,27,568.0,0.0,"0.05890910787172013, 0.07800405247813413, 0.07922897084548106, 0.07702083381924199, 0.07510285422740523, 0.07023536151603499, 0.07955763848396502",0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,2,26,192.0,0.0,"0.04924320408163264, 0.05348995626822159, 0.17729064431486877, 0.05207027113702623, 0.0647417026239067, 0.07054045772594751, 0.05068258309037901",0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,2,0,128.0,0.0,"0.05334601749271136, 0.0512358192419825, 0.09814761516034987, 0.051474551020408175, 0.0880762361516035, 0.1275500437317785, 0.04822853644314869",0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,1,1,4.0,0.0,"0.036406696793002916, 0.03173789212827989, 0.2606743032069971, 0.0349854110787172, 0.056592551020408124, 0.05922925364431487, 0.03843271137026238",4,4
0.86,0.29,2267.51,192,20,97152,0.63,14,10,3,11,512.0,0.0,"0.00397265306122449, 0.005205714285714285, 0.004330612244897958, 0.004737551020408164, 0.040355020408163265, 0.04078577551020409, 0.0051142857142857144",0,0
0.86,0.29,2267.51,192,20,97152,0.63,14,10,10,17,1536.0,0.0,"0.014676877551020411, 0.014712224489795917, 0.014689714285714285, 0.014690244897959188, 0.015302714285714286, 0.0157035306122449, 0.014726306122448978",0,0
0.86,0.29,2267.51,192,20,97152,0.63,14,10,33,24,4556.0,0.0,"0.01524538775510204, 0.014942183673469391, 0.014945408163265304, 0.014961530612244898, 0.01471822448979592, 0.014721428571428573, 0.014967448979591836",5,5
1.06,0.35,12814.51,192,60,97152,1.27,5,10,3,11,512.0,0.0,"0.18245946938775506, 0.18218779591836737, 0.18229148979591833, 0.18222269387755102, 0.1825260612244898, 0.18249561224489794, 0.18223942857142855",6,6
1.06,0.35,12814.51,192,60,97152,1.27,5,10,10,17,1536.0,0.0,"0.14619495918367345, 0.14668677551020404, 0.14630908163265305, 0.14624171428571428, 0.2720238571428572, 0.27236816326530605, 0.14659799999999998",0,0
1.06,0.35,12814.51,192,60,97152,1.27,5,10,33,24,4556.0,0.0,"0.066218306122449, 0.06638185714285715, 0.06622595918367347, 0.06632020408163265, 0.4721775714285714, 0.4726891020408163, 0.06640955102040817",2,2
0.19,0.07,759.0,192,22,97152,0.63,14,10,3,11,512.0,0.0,"0.007168979591836734, 0.007126530612244896, 0.007125714285714283, 0.007131428571428572, 0.007102244897959184, 0.00710816326530612, 0.007126326530612246",4,4
0.19,0.07,759.0,192,22,97152,0.63,14,10,10,17,1536.0,0.0,"0.007271428571428572, 0.007264693877551018, 0.007264285714285712, 0.007261428571428571, 0.0067861224489795926, 0.006788367346938776, 0.0072530612244897956",5,5
0.19,0.07,759.0,192,22,97152,0.63,14,10,33,24,4556.0,0.0,"0.008106734693877552, 0.00730408163265306, 0.007293673469387754, 0.007308979591836733, 0.0062848979591836746, 0.006281020408163264, 0.007309999999999998",4,4
1.13,0.36,13961.27,192,60,97152,1.27,5,10,3,11,512.0,0.0,"0.18245946938775506, 0.18218779591836737, 0.18229148979591833, 0.18222269387755102, 0.1825260612244898, 0.18249561224489794, 0.18223942857142855",6,6
1.13,0.36,13961.27,192,60,97152,1.27,5,10,10,17,1536.0,0.0,"0.14619495918367345, 0.14668677551020404, 0.14630908163265305, 0.14624171428571428, 0.2720238571428572, 0.27236816326530605, 0.14659799999999998",0,0
1.13,0.36,13961.27,192,60,97152,1.27,5,10,33,24,4556.0,0.0,"0.066218306122449, 0.06638185714285715, 0.06622595918367347, 0.06632020408163265, 0.4721775714285714, 0.4726891020408163, 0.06640955102040817",2,2
0.21,0.07,759.0,192,22,97152,0.63,14,10,3,11,512.0,0.0,"0.007168979591836734, 0.007126530612244896, 0.007125714285714283, 0.007131428571428572, 0.007102244897959184, 0.00710816326530612, 0.007126326530612246",4,4
0.21,0.07,759.0,192,22,97152,0.63,14,10,10,17,1536.0,0.0,"0.007271428571428572, 0.007264693877551018, 0.007264285714285712, 0.007261428571428571, 0.0067861224489795926, 0.006788367346938776, 0.0072530612244897956",5,5
0.21,0.07,759.0,192,22,97152,0.63,14,10,33,24,4556.0,0.0,"0.008106734693877552, 0.00730408163265306, 0.007293673469387754, 0.007308979591836733, 0.0062848979591836746, 0.006281020408163264, 0.007309999999999998",4,4
1.1,0.35,13227.46,192,60,97152,1.27,5,10,3,11,512.0,0.0,"0.18245946938775506, 0.18218779591836737, 0.18229148979591833, 0.18222269387755102, 0.1825260612244898, 0.18249561224489794, 0.18223942857142855",6,6
1.1,0.35,13227.46,192,60,97152,1.27,5,10,10,17,1536.0,0.0,"0.14619495918367345, 0.14668677551020404, 0.14630908163265305, 0.14624171428571428, 0.2720238571428572, 0.27236816326530605, 0.14659799999999998",0,0
1.1,0.35,13227.46,192,60,97152,1.27,5,10,33,24,4556.0,0.0,"0.066218306122449, 0.06638185714285715, 0.06622595918367347, 0.06632020408163265, 0.4721775714285714, 0.4726891020408163, 0.06640955102040817",2,2
0.21,0.07,759.0,192,22,97152,0.63,14,10,3,11,512.0,0.0,"0.007168979591836734, 0.007126530612244896, 0.007125714285714283, 0.007131428571428572, 0.007102244897959184, 0.00710816326530612, 0.007126326530612246",4,4
